id,z1,z2
seq1709,4.726299,12.4615135
seq1710,10.6102295,6.690954
seq1711,9.293179,6.17382
seq1712,6.010859,13.445851
seq1713,6.1929708,14.01397
seq1714,9.444694,13.744901
seq1715,6.886985,13.401365
seq1716,4.5828815,15.852421
seq1717,6.9746437,15.091689
seq1718,6.280977,13.289721
seq1719,4.503001,15.971956
seq1720,8.743958,7.199122
seq1721,11.181764,2.2083108
seq1722,9.868505,11.209115
seq1723,2.0298805,-1.8826362
seq1724,5.8287425,14.254203
seq1725,4.8877373,15.951499
seq1726,8.045302,12.421996
seq1727,7.444637,10.971654
seq1728,9.239511,12.704025
seq1729,10.13365,6.524069
seq1730,4.9762406,13.932893
seq1731,10.805895,6.3178105
seq1732,11.740148,6.132171
seq1733,4.5837398,14.948862
seq1734,-3.587376,5.487342
seq1735,10.330589,14.284516
seq1736,11.886543,5.941015
seq1737,5.7692723,11.833513
seq1738,10.357697,7.5458226
seq1739,2.5355606,-0.4666509
seq1740,7.710234,12.939146
seq1741,7.4387183,14.898307
seq1742,7.08802,15.323579
seq1743,4.671228,14.842138
seq1744,4.814818,16.114714
seq1745,9.181644,14.509708
seq1746,7.5540767,7.415474
seq1747,6.502977,12.553748
seq1748,10.21983,11.825984
seq1749,6.4611316,12.914123
seq1750,5.011819,15.207347
seq1751,5.347357,13.353144
seq1752,7.6299047,13.674948
seq1753,9.62265,6.162259
seq1754,6.6487293,15.053543
seq1755,2.29241,-2.06657
seq1756,7.7135253,14.657862
seq1757,-3.4256501,5.2383213
seq1758,10.435018,6.8364353
seq1759,4.6656923,15.844598
seq1760,7.002099,12.667494
seq1761,10.962442,1.9078283
seq1762,5.486258,12.907508
seq1763,9.195413,14.784603
seq1764,5.265503,12.9245205
seq1765,9.211869,6.9271865
seq1766,-3.7818668,5.445841
seq1767,5.950249,13.410744
seq1768,4.512809,15.897069
seq1769,6.7459526,15.602778
seq1770,2.2721586,-1.0934781
seq1771,9.827791,12.443495
seq1772,4.618402,12.869896
seq1773,9.139264,6.324955
seq1774,9.01488,7.578557
seq1775,10.149445,4.044824
seq1776,5.4176702,13.826903
seq1777,4.4793053,15.818058
seq1778,-3.8677826,5.036419
seq1779,10.467399,7.4502316
seq1780,6.778807,12.502764
seq1781,8.158796,13.214377
seq1782,11.292966,6.598189
seq1783,11.035248,7.315892
seq1784,8.477457,12.678751
seq1785,5.0776443,13.945498
seq1786,2.481784,-0.7852236
seq1787,8.934688,14.5088
seq1788,8.991337,14.1790285
seq1789,6.2782927,13.607971
seq1790,2.0475533,-0.838952
seq1791,10.969308,1.9465222
seq1792,7.235453,10.870236
seq1793,5.5819335,14.179056
seq1794,2.0703173,-2.5240762
seq1795,7.4669323,12.872197
seq1796,-3.4773254,5.4800715
seq1797,7.280264,12.736972
seq1798,9.888215,11.209608
seq1799,10.603056,7.1112404
seq1800,10.977736,5.858093
seq1801,5.0354514,13.007406
seq1802,8.565161,12.831509
seq1803,4.513947,13.0364485
seq1804,6.766388,13.843885
seq1805,6.5752296,12.248341
seq1806,-4.023438,5.4703035
seq1807,7.410131,7.338827
seq1808,2.4562547,-1.2697062
seq1809,2.226062,-1.253105
seq1810,5.9567857,13.720395
seq1811,4.9423976,15.052955
seq1812,7.364526,12.640895
seq1813,1.86859,-1.9943641
seq1814,6.2069707,14.958246
seq1815,10.974411,7.631443
seq1816,2.78084,-0.48655638
seq1817,7.41951,10.815106
seq1818,7.4989653,7.4030037
seq1819,6.6135373,12.374928
seq1820,9.102701,14.421957
seq1821,6.934685,14.498382
seq1822,3.966254,14.917786
seq1823,5.1892824,15.855071
seq1824,1.8830663,-1.9071437
seq1825,5.6217046,13.591266
seq1826,5.6734576,13.023923
seq1827,8.659872,12.4290695
seq1828,12.104239,6.5349293
seq1829,7.0086966,14.866094
seq1830,2.1585867,-2.3165846
seq1831,8.012959,12.485268
seq1832,-3.6630182,5.0234456
seq1833,11.50936,6.1315303
seq1834,6.602111,14.385927
seq1835,10.182839,7.6954913
seq1836,2.1061058,-1.6222937
seq1837,5.6416106,13.0781145
seq1838,4.112173,13.996855
seq1839,6.8187838,12.364872
seq1840,4.1028028,14.824301
seq1841,8.807922,14.579902
seq1842,6.143114,15.309314
seq1843,7.4284487,7.3108916
seq1844,5.0945554,15.907799
seq1845,9.043485,6.207638
seq1846,4.150942,15.34618
seq1847,9.1376705,12.049599
seq1848,5.785152,12.028184
seq1849,4.8742495,16.000973
seq1850,10.045875,6.851981
seq1851,-3.4107275,5.4188695
seq1852,7.0607214,13.708903
seq1853,2.8257089,-0.5560581
seq1854,9.095811,7.188519
seq1855,2.363179,-1.3852314
seq1856,10.71969,2.0772061
seq1857,1.8238866,-2.676197
seq1858,9.360813,6.894328
seq1859,5.819843,12.658045
seq1860,4.8634853,12.296496
seq1861,1.9961483,-1.8533524
seq1862,10.110637,6.997138
seq1863,10.946415,7.6382046
seq1864,8.911301,12.04778
seq1865,9.0469,14.4569025
seq1866,9.358051,6.085768
seq1867,11.362044,2.0348964
seq1868,1.7987399,-2.2693896
seq1869,11.34415,2.4584818
seq1870,7.831514,12.738056
seq1871,4.2935257,13.402912
seq1872,4.33356,14.829338
seq1873,7.3409276,15.551254
seq1874,8.152829,12.439086
seq1875,7.3761826,7.2888255
seq1876,4.3297796,15.231042
seq1877,-3.4438744,5.4331956
seq1878,2.6387079,-1.8898923
seq1879,10.444963,6.1459
seq1880,2.2383966,-0.8808679
seq1881,6.0106835,12.732478
seq1882,5.2020054,13.903969
seq1883,10.799774,7.0234694
seq1884,6.069837,15.405163
seq1885,10.347225,4.3971534
seq1886,10.09472,7.5001035
seq1887,11.188423,7.0133257
seq1888,6.1727276,15.018076
seq1889,5.376891,12.440602
seq1890,5.494087,12.909194
seq1891,-3.8847687,4.940658
seq1892,5.2083864,13.423058
seq1893,-3.819028,5.4654145
seq1894,6.160777,11.810727
seq1895,7.6259446,15.244283
seq1896,7.794608,15.4240885
seq1897,-3.6110332,5.5049787
seq1898,9.138408,14.878407
seq1899,10.211984,11.84402
seq1900,10.172555,4.0432987
seq1901,2.2564912,-0.91471773
seq1902,7.1938195,13.179944
seq1903,7.289095,10.819842
seq1904,6.950264,14.624481
seq1905,5.060825,12.605033
seq1906,4.2741523,15.604002
seq1907,4.9635243,16.257607
seq1908,8.875169,14.457814
seq1909,5.9960904,14.724416
seq1910,1.8883362,-1.5741429
seq1911,12.261475,6.0787687
seq1912,5.3528175,14.069114
seq1913,5.6727195,14.22264
seq1914,10.8136,2.1000924
seq1915,2.1363683,-0.701865
seq1916,10.006057,5.9250774
seq1917,6.989464,15.707937
seq1918,2.6577084,-1.1679008
seq1919,9.5664015,6.1948433
seq1920,4.7765675,13.008147
seq1921,7.2722015,14.751006
seq1922,2.6491408,-0.43643737
seq1923,10.195419,7.6636014
seq1924,7.667037,13.350625
seq1925,11.341045,2.1555374
seq1926,9.19837,12.807513
seq1927,10.311047,14.297122
seq1928,12.053596,6.204985
seq1929,9.232553,15.066374
seq1930,4.590574,15.06578
seq1931,6.54943,13.803635
seq1932,12.022799,6.044101
seq1933,7.3477335,10.791156
seq1934,7.3586745,14.828349
seq1935,11.93808,6.1737533
seq1936,2.0972407,-0.8465547
seq1937,6.2970543,13.142164
seq1938,4.1548038,13.64119
seq1939,5.0113955,15.211645
seq1940,11.333005,7.4198494
seq1941,8.970921,13.9942665
seq1942,6.279347,15.650415
seq1943,4.5364094,15.885628
seq1944,6.6443973,14.049984
seq1945,5.788368,13.571154
seq1946,11.075177,6.2018166
seq1947,7.516823,10.911903
seq1948,2.3262184,-0.844794
seq1949,10.460416,5.9733243
seq1950,5.629705,15.560386
seq1951,8.1620245,14.578101
seq1952,4.6011324,15.024818
seq1953,3.103616,-1.5550792
seq1954,4.990394,13.399425
seq1955,-3.494238,5.367608
seq1956,5.7555842,12.079832
seq1957,7.265862,15.053184
seq1958,11.240267,2.3990238
seq1959,2.7104418,-2.07553
seq1960,2.1371646,-1.8621079
seq1961,11.975637,6.133295
seq1962,2.9219167,-0.7195021
seq1963,10.177956,11.927816
seq1964,5.680637,12.961637
seq1965,11.815503,1.8207353
seq1966,5.1970024,12.334087
seq1967,7.814808,13.174986
seq1968,10.601923,6.99712
seq1969,8.729513,7.332046
seq1970,10.515601,7.180857
seq1971,7.941662,7.588023
seq1972,7.5273805,14.029479
seq1973,2.7283237,-0.64787805
seq1974,7.6617923,12.220685
seq1975,7.4009457,7.310234
seq1976,6.2565064,13.210959
seq1977,11.02485,7.990211
seq1978,9.196884,15.04549
seq1979,11.4266815,7.5745625
seq1980,5.313548,12.134653
seq1981,5.839143,12.267527
seq1982,6.6232376,12.443639
seq1983,3.017137,-0.9855522
seq1984,9.403064,12.294774
seq1985,3.1220877,-1.2978871
seq1986,8.766656,13.182069
seq1987,11.291119,1.9818792
seq1988,6.3924885,12.166713
seq1989,5.1086173,13.96744
seq1990,-3.6648622,5.437389
seq1991,5.3722334,15.655641
seq1992,1.8340658,-2.0983462
seq1993,7.291449,12.966523
seq1994,4.4939203,14.717013
seq1995,2.5079544,-1.5951681
seq1996,10.74695,1.7902029
seq1997,9.292399,6.396461
seq1998,4.3945737,15.885626
seq1999,10.299461,14.284681
seq2000,10.579755,7.4201064
seq2001,9.880676,6.0613966
seq2002,7.4672947,14.189701
seq2003,4.5924067,15.036021
seq2004,12.146492,6.1425133
seq2005,5.3618975,13.208048
seq2006,2.3544977,-2.4239552
seq2007,10.684177,7.6593366
seq2008,5.7376013,13.310014
seq2009,4.632034,15.938895
seq2010,9.014217,14.104707
seq2011,11.528076,7.547681
seq2012,2.5840857,-0.9616648
seq2013,4.7912965,15.465532
seq2014,7.7363467,15.256223
seq2015,7.197494,15.139532
seq2016,5.149562,15.197649
seq2017,4.439046,15.773913
seq2018,9.903856,14.069927
seq2019,6.6979113,14.326989
seq2020,4.2772837,15.778469
seq2021,6.0595345,14.003179
seq2022,10.559654,6.043489
seq2023,2.0591793,-1.6759067
seq2024,2.9495919,-0.35155588
seq2025,11.263887,2.0215142
seq2026,10.544588,6.8270326
seq2027,2.2158856,-2.5247636
seq2028,4.9174414,14.323252
seq2029,4.9555387,14.922301
seq2030,4.927022,12.913223
seq2031,11.488176,2.476369
seq2032,4.850818,15.248311
seq2033,2.376404,-1.5104177
seq2034,9.043843,14.325304
seq2035,7.401048,14.714673
seq2036,11.475711,7.5449996
seq2037,7.719489,15.241106
seq2038,2.0264294,-0.9027534
seq2039,7.970221,13.876316
seq2040,4.3618407,15.107795
seq2041,4.976914,15.819857
seq2042,9.451328,7.4736643
seq2043,6.498573,13.939413
seq2044,8.42067,12.238017
seq2045,4.066134,14.939955
seq2046,10.699958,6.0136
seq2047,6.1089597,11.80029
seq2048,8.954595,13.912441
seq2049,9.281618,13.789763
seq2050,9.961587,7.3944907
seq2051,1.7752434,-1.2820649
seq2052,6.2676086,13.406735
seq2053,2.0410469,-1.0771002
seq2054,4.93986,13.385727
seq2055,2.2458217,-1.5045563
seq2056,5.6851406,14.2813425
seq2057,4.4973907,14.701271
seq2058,2.3690085,-0.7613664
seq2059,2.4361982,-0.35722375
seq2060,10.671184,1.7790462
seq2061,6.8189697,15.565849
seq2062,11.852743,1.7973887
seq2063,5.336201,13.309833
seq2064,4.467712,13.72047
seq2065,5.662703,14.372237
seq2066,9.080106,7.8461213
seq2067,9.098668,14.148697
seq2068,10.933265,6.770135
seq2069,-3.4744272,5.451524
seq2070,7.9365187,13.730061
seq2071,2.8167899,-0.9158314
seq2072,2.3540356,-1.0275651
seq2073,4.6564026,15.575472
seq2074,5.2850266,15.720242
seq2075,5.6846538,14.912966
seq2076,3.9787836,14.034936
seq2077,9.652434,8.020823
seq2078,6.7328672,13.182076
seq2079,5.564288,13.007665
seq2080,2.7847242,-0.40826067
seq2081,5.331142,11.678825
seq2082,4.31878,14.554182
seq2083,7.4547577,13.099393
seq2084,5.7523527,13.389429
seq2085,8.895143,7.0611567
seq2086,6.5428452,13.595732
seq2087,11.572516,5.9310684
seq2088,5.026283,12.552849
seq2089,5.650866,11.600504
seq2090,10.475545,6.4122105
seq2091,6.291827,13.579301
seq2092,9.55325,7.512151
seq2093,4.6427846,12.526385
seq2094,11.214875,5.9151936
seq2095,10.179093,4.0270834
seq2096,6.73958,15.590378
seq2097,5.888064,14.461804
seq2098,11.350378,6.250432
seq2099,5.7568536,13.198263
seq2100,10.636226,6.9146647
seq2101,5.724067,15.607701
seq2102,11.493515,5.9570646
seq2103,10.966164,2.43872
seq2104,6.504494,13.449874
seq2105,2.4105618,-1.1137521
seq2106,8.16462,13.932522
seq2107,2.158625,-2.618712
seq2108,11.088619,5.9417605
seq2109,11.15813,7.7944427
seq2110,4.5002527,13.985368
seq2111,11.610775,5.7133794
seq2112,11.0902,5.920136
seq2113,1.9360131,-2.2683163
seq2114,2.6127973,-1.8048944
seq2115,5.0537424,16.240522
seq2116,11.377558,6.1933937
seq2117,10.869512,7.4544735
seq2118,7.1822357,12.455054
seq2119,7.7398458,12.703458
seq2120,5.7854233,13.309353
seq2121,9.430302,7.4936986
seq2122,9.495338,7.447679
seq2123,5.4159923,12.315997
seq2124,6.452464,12.036264
seq2125,4.7616854,12.992862
seq2126,5.1937227,12.536286
seq2127,2.212565,-1.4296281
seq2128,7.421727,7.321362
seq2129,6.174604,15.883935
seq2130,9.813144,6.125297
seq2131,6.5927477,13.863773
seq2132,9.252189,14.814751
seq2133,9.770871,12.360234
seq2134,11.274071,2.3590796
seq2135,5.9678707,11.677717
seq2136,5.6134067,13.407812
seq2137,7.1898236,12.962621
seq2138,11.052532,7.722504
seq2139,4.8593388,12.6066265
seq2140,6.8019524,13.360867
seq2141,7.8639407,13.112334
seq2142,10.69524,6.1244597
seq2143,9.871552,7.167302
seq2144,11.34786,2.2540863
seq2145,11.042311,6.0740395
seq2146,8.956528,12.43907
seq2147,10.316359,6.1961427
seq2148,10.943443,1.9305942
seq2149,5.805421,13.15544
seq2150,6.9579806,10.888502
seq2151,9.673158,7.6321883
seq2152,6.6497283,14.394719
seq2153,9.260517,7.2658634
seq2154,2.7517905,-0.17672199
seq2155,10.225839,5.856784
seq2156,6.7595854,12.249937
seq2157,10.965953,6.0697117
seq2158,9.208977,14.556298
seq2159,5.717096,14.032522
seq2160,9.74059,7.9897537
seq2161,2.7308426,-0.5723773
seq2162,10.456231,5.0183587
seq2163,9.697222,8.018333
seq2164,2.8881824,-0.8996627
seq2165,9.132932,12.248915
seq2166,11.521243,2.2917416
seq2167,9.642241,5.8522844
seq2168,9.000322,14.237717
seq2169,4.543251,13.900347
seq2170,10.502327,6.9630847
seq2171,9.011851,7.3337846
seq2172,10.1881075,6.2229333
seq2173,6.6282926,13.668556
seq2174,11.577084,7.537243
seq2175,1.7720209,-1.7040697
seq2176,10.897445,1.9076474
seq2177,7.533685,7.4544363
seq2178,10.026876,6.690402
seq2179,7.4067116,14.96719
seq2180,7.182919,14.86037
seq2181,9.295587,14.521748
seq2182,6.5861907,14.249718
seq2183,8.7563095,7.3433723
seq2184,6.6744614,13.260307
seq2185,6.6950674,12.122649
seq2186,2.8950968,-1.6482294
seq2187,10.185153,11.878694
seq2188,9.054355,12.0306015
seq2189,7.563437,8.606947
seq2190,6.435257,12.527613
seq2191,9.149287,14.938811
seq2192,11.145369,7.657744
seq2193,2.2594147,-1.9299526
seq2194,4.53707,15.209681
seq2195,5.4566355,11.748091
seq2196,-4.0665727,5.4509964
seq2197,7.447066,10.921311
seq2198,10.432772,6.303536
seq2199,1.956472,-1.3047208
seq2200,10.445708,7.8385887
seq2201,4.725446,15.950467
seq2202,2.3153021,-1.3821167
seq2203,2.543928,-1.0125209
seq2204,7.4499364,15.0379305
seq2205,5.919772,15.642922
seq2206,5.929818,15.50936
seq2207,5.3026648,12.439014
seq2208,7.7110868,13.419696
seq2209,9.52585,7.48176
seq2210,6.510003,11.973347
seq2211,4.808225,14.551802
seq2212,5.7851033,14.288763
seq2213,9.60078,12.273556
seq2214,11.42045,2.2741513
seq2215,9.19168,15.03952
seq2216,11.026746,7.775743
seq2217,6.4069777,13.398358
seq2218,-3.4511037,5.1744366
seq2219,7.3788586,13.013126
seq2220,7.6926785,12.951499
seq2221,9.338194,7.6396537
seq2222,11.1690645,7.4576244
seq2223,7.2685375,15.103508
seq2224,5.7767587,13.097152
seq2225,2.1246665,-2.0336535
seq2226,7.0687428,15.464701
seq2227,8.071603,12.358053
seq2228,5.576207,12.170138
seq2229,2.1790686,-1.9925078
seq2230,9.881523,7.9662037
seq2231,9.161138,12.329946
seq2232,4.5405765,13.455822
seq2233,5.7086077,11.751722
seq2234,6.3224277,12.283692
seq2235,7.8496637,13.525199
seq2236,10.360282,7.5702825
seq2237,5.191781,15.2712145
seq2238,7.493504,15.330224
seq2239,7.2722096,12.695786
seq2240,10.95782,6.0044417
seq2241,10.471977,6.061808
seq2242,10.068942,7.464181
seq2243,6.1343637,13.222796
seq2244,6.0174084,13.22072
seq2245,3.9738564,14.041481
seq2246,1.7778852,-2.3396206
seq2247,5.591393,11.62182
seq2248,7.2365837,14.893463
seq2249,6.990015,12.358187
seq2250,2.104944,-1.4381206
seq2251,5.5281754,13.266337
seq2252,2.3355722,-0.53611714
seq2253,1.8350173,-2.6580222
seq2254,6.826798,12.90709
seq2255,9.117513,7.873367
seq2256,7.423079,7.3116374
seq2257,2.1950698,-1.8649766
seq2258,4.8127885,13.138734
seq2259,6.0275936,11.967087
seq2260,5.2140646,13.2746935
seq2261,5.0257106,13.562263
seq2262,10.212336,11.83145
seq2263,1.7279441,-2.0048554
seq2264,7.4557586,14.183069
seq2265,2.5160482,-1.4473017
seq2266,7.2485785,12.752694
seq2267,11.5894,5.9686384
seq2268,1.7440951,-2.386799
seq2269,5.0691333,13.234643
seq2270,8.556436,12.875674
seq2271,11.345428,6.3607764
seq2272,8.905418,14.617299
seq2273,11.050631,1.9980861
seq2274,10.071833,7.7633767
seq2275,2.610483,-1.3414202
seq2276,4.1596503,15.479309
seq2277,9.993114,6.8292794
seq2278,11.649148,7.369046
seq2279,7.1296644,12.754743
seq2280,1.9397112,-2.312365
seq2281,-3.8738573,5.531408
seq2282,6.1921797,14.818437
seq2283,5.7373533,14.954928
seq2284,5.2816906,13.300349
seq2285,2.4512427,-1.2291921
seq2286,7.80776,13.581695
seq2287,4.474566,12.9716215
seq2288,9.195242,14.519114
seq2289,9.0853195,6.227014
seq2290,10.209376,7.3356466
seq2291,7.7367945,8.328964
seq2292,8.063624,12.353482
seq2293,11.354665,2.2546449
seq2294,5.521502,14.268399
seq2295,5.3587174,15.613414
seq2296,5.4869885,13.7185335
seq2297,10.148353,6.0600433
seq2298,-3.7759702,5.510655
seq2299,5.085072,13.296854
seq2300,2.4119914,-0.9512109
seq2301,10.905908,13.440155
seq2302,9.185357,14.823036
seq2303,10.314623,14.280743
seq2304,9.218043,6.390848
seq2305,7.7996745,8.280236
seq2306,9.612649,11.495875
seq2307,9.094621,14.60282
seq2308,4.941445,15.096915
seq2309,4.5593557,15.972642
seq2310,2.6097753,-0.32693964
seq2311,6.694771,12.1688385
seq2312,2.5568037,-1.1913778
seq2313,10.192601,6.1345243
seq2314,6.313197,13.07947
seq2315,9.883487,6.8762317
seq2316,7.0618334,13.379866
seq2317,10.202608,11.876542
seq2318,9.006253,6.2972
seq2319,1.840875,-2.4593575
seq2320,9.819156,14.533713
seq2321,11.166792,6.573659
seq2322,5.2816486,13.330687
seq2323,4.713474,15.336081
seq2324,4.670837,14.284318
seq2325,2.5606964,-0.42242932
seq2326,7.3306165,15.13694
seq2327,5.0205154,14.998263
seq2328,11.263265,2.117302
seq2329,9.273725,14.797045
seq2330,3.9289231,15.097998
seq2331,11.146191,7.667202
seq2332,3.077635,-1.4408181
seq2333,11.436849,6.3840594
seq2334,10.579247,7.7370243
seq2335,11.290484,7.6376963
seq2336,10.925527,13.452184
seq2337,8.833601,14.005506
seq2338,11.231446,5.8485484
seq2339,2.459552,-2.0737023
seq2340,2.583592,-1.9654884
seq2341,11.085366,2.3490844
seq2342,10.864431,2.057258
seq2343,4.410659,14.829773
seq2344,7.9865823,12.334985
seq2345,11.547701,7.2759876
seq2346,7.7361555,14.37609
seq2347,7.643632,13.494153
seq2348,5.7051167,13.2462225
seq2349,4.7567396,12.4146805
seq2350,11.251725,2.0416317
seq2351,6.158181,12.714001
seq2352,4.7594438,12.783531
seq2353,6.441135,15.006423
seq2354,2.378728,-1.7470158
seq2355,11.218338,7.489016
seq2356,7.4231067,12.913069
seq2357,10.186524,11.892271
seq2358,4.3987813,14.555044
seq2359,1.8540797,-1.4853606
seq2360,12.198993,6.567372
seq2361,2.641004,-0.5275303
seq2362,11.123903,6.00765
seq2363,7.205338,14.190462
seq2364,2.3826985,-0.56479216
seq2365,10.327654,3.986319
seq2366,7.5546722,11.439814
seq2367,2.040178,-2.192385
seq2368,6.2538757,12.498125
seq2369,9.575763,7.211394
seq2370,11.121292,6.3873963
seq2371,10.492723,7.68153
seq2372,10.285018,11.77334
seq2373,10.07695,14.1758375
seq2374,5.4851317,14.986769
seq2375,4.4891424,14.525436
seq2376,5.7105885,13.019657
seq2377,-3.5514922,5.028095
seq2378,4.2208886,14.66703
seq2379,2.2113714,-2.177465
seq2380,-3.565473,5.501707
seq2381,7.7828016,15.399003
seq2382,2.077769,-2.7403836
seq2383,5.7179236,14.435337
seq2384,4.7528596,14.842239
seq2385,9.562033,6.495958
seq2386,10.923156,6.309546
seq2387,9.823846,8.01099
seq2388,5.3385544,12.36345
seq2389,9.9665,5.911783
seq2390,1.7982266,-1.9952096
seq2391,5.415631,13.630631
seq2392,6.2940164,14.593736
seq2393,2.0156074,-2.25235
seq2394,-3.5830772,5.5069804
seq2395,2.0209024,-2.750938
seq2396,11.566553,2.4814346
seq2397,7.358182,15.042938
seq2398,10.17773,14.233174
seq2399,5.1232376,15.794042
seq2400,7.5962744,12.625693
seq2401,6.1476274,11.651333
seq2402,4.0928946,13.927916
seq2403,11.499386,2.2486954
seq2404,6.1044736,13.295544
seq2405,4.165888,14.443765
seq2406,2.5216763,-0.3413239
seq2407,2.1178417,-2.0764148
seq2408,3.9667037,14.996352
seq2409,11.3131075,7.394716
seq2410,6.750836,12.544299
seq2411,6.8870015,15.485756
seq2412,9.871491,7.4790864
seq2413,10.083352,7.559982
seq2414,5.01377,16.08129
seq2415,12.313837,6.246015
seq2416,10.146892,4.0326853
seq2417,11.473248,2.63673
seq2418,3.974002,15.401199
seq2419,4.2435293,14.050203
seq2420,9.498129,5.8280106
seq2421,2.2206633,-2.4085426
seq2422,2.0774229,-1.5215913
seq2423,10.6210785,3.4936616
seq2424,10.042838,4.070869
seq2425,1.6605839,-2.2984905
seq2426,10.164685,11.922816
seq2427,6.755177,13.723229
seq2428,4.394789,15.777425
seq2429,11.158932,7.523708
seq2430,6.2454133,13.668378
seq2431,11.160643,6.0443225
seq2432,7.392667,11.333396
seq2433,6.267585,13.298961
seq2434,7.545374,13.612106
seq2435,1.8359772,-2.0376382
seq2436,6.6077127,12.3484335
seq2437,5.4276104,15.932898
seq2438,4.4300256,13.144238
seq2439,8.924958,7.184128
seq2440,8.843812,7.1480246
seq2441,9.208274,15.140078
seq2442,6.6569552,13.075956
seq2443,5.0893283,15.134301
seq2444,4.6571965,12.886357
seq2445,11.346731,6.4453106
seq2446,4.341646,15.596141
seq2447,8.768223,7.295398
seq2448,2.639597,-2.2239156
seq2449,7.445677,7.357453
seq2450,5.1129317,12.191413
seq2451,-3.8377843,5.475416
seq2452,10.6820545,7.3332767
seq2453,5.991071,14.97606
seq2454,5.284693,15.292414
seq2455,6.4038057,13.893562
seq2456,5.7867737,13.408759
seq2457,2.431254,-1.751507
seq2458,4.2311273,15.555036
seq2459,1.8741329,-2.2819629
seq2460,5.9428515,12.685465
seq2461,10.573476,5.9828625
seq2462,9.67961,6.5443997
seq2463,3.125699,-1.6591533
seq2464,5.2400827,13.016873
seq2465,4.929541,14.924682
seq2466,10.626472,6.007301
seq2467,2.8874345,-1.2176638
seq2468,7.5861797,7.4647512
seq2469,11.361491,7.6728024
seq2470,5.113402,15.48747
seq2471,9.432623,5.8495803
seq2472,7.431305,12.869534
seq2473,5.136085,15.075457
seq2474,9.928502,6.5743093
seq2475,5.074657,15.133536
seq2476,6.040541,12.760904
seq2477,7.1228538,13.12725
seq2478,6.871307,15.717
seq2479,-3.516414,5.204109
seq2480,11.649774,6.126452
seq2481,9.187334,14.893555
seq2482,6.089865,11.844691
seq2483,10.623686,6.579962
seq2484,7.8449244,13.78752
seq2485,9.729209,13.685976
seq2486,10.170379,4.0262384
seq2487,5.7972775,13.309821
seq2488,8.9667225,14.967983
seq2489,6.2910905,13.389558
seq2490,9.32074,6.046837
seq2491,5.8862586,11.868506
seq2492,2.5915232,-0.77421975
seq2493,11.156003,1.9715935
seq2494,10.766177,6.1815877
seq2495,5.156325,13.711425
seq2496,9.143461,6.149265
seq2497,9.900006,6.0477505
seq2498,7.689659,7.553142
seq2499,11.373984,2.1767912
seq2500,9.975376,6.4059677
seq2501,1.8829697,-2.6551838
seq2502,8.717978,12.551114
seq2503,6.7460504,15.5883665
seq2504,2.8944993,-0.3459724
seq2505,5.368189,11.698703
seq2506,1.7062496,-2.1087978
seq2507,5.2807493,14.201457
seq2508,11.315212,7.6732783
seq2509,10.969941,6.095075
seq2510,-3.7532709,4.929383
seq2511,6.584819,12.088692
seq2512,9.465083,6.0743556
seq2513,7.4932704,7.4021196
seq2514,8.883349,14.031465
seq2515,11.211318,1.9979819
seq2516,9.96965,7.23103
seq2517,-3.3943539,5.462268
seq2518,6.2637215,11.618547
seq2519,10.323774,14.306648
seq2520,9.87887,7.2980604
seq2521,7.3375025,12.690426
seq2522,6.66564,11.950987
seq2523,11.3018675,2.2504604
seq2524,6.571788,14.450707
seq2525,5.9896817,14.178577
seq2526,6.6310678,13.585574
seq2527,10.750881,7.565152
seq2528,8.7117605,11.97196
seq2529,7.003525,12.543666
seq2530,4.3293505,14.899987
seq2531,9.919306,4.1879244
seq2532,-4.0867834,5.28116
seq2533,9.524065,7.5491033
seq2534,2.7581258,-0.39577577
seq2535,7.2356977,15.607774
seq2536,-3.4724152,5.484568
seq2537,9.487072,5.775354
seq2538,9.177352,12.824333
seq2539,2.533922,-0.2940931
seq2540,11.37637,2.2251964
seq2541,2.1243665,-2.0756521
seq2542,11.099817,1.981002
seq2543,5.734442,11.841284
seq2544,7.767811,8.312173
seq2545,11.01609,6.681701
seq2546,5.568784,14.000084
seq2547,9.702252,13.904333
seq2548,7.8166127,13.261829
seq2549,5.6800404,13.8375845
seq2550,7.5240006,13.178293
seq2551,10.741188,1.8295931
seq2552,-3.9628017,4.923235
seq2553,6.875811,14.6958685
seq2554,7.577391,12.859858
seq2555,6.5989943,12.212418
seq2556,-3.9488275,4.969596
seq2557,2.16898,-0.63547635
seq2558,11.615637,7.463673
seq2559,9.036076,11.966908
seq2560,7.7024417,14.869101
seq2561,9.445362,7.9673467
seq2562,7.59886,15.117698
seq2563,9.20384,14.869449
seq2564,7.436509,11.849517
seq2565,5.3477273,12.134088
seq2566,10.2866335,4.012807
seq2567,5.7348814,14.099129
seq2568,4.5702696,15.842745
seq2569,5.917567,13.257888
seq2570,10.144885,11.953365
seq2571,5.3472915,13.0671015
seq2572,4.506972,15.78509
seq2573,10.940304,7.7651043
seq2574,7.951451,14.0531435
seq2575,5.4408526,12.467645
seq2576,9.246841,14.766738
seq2577,4.47655,14.908857
seq2578,7.47459,15.456928
seq2579,9.441498,5.9848733
seq2580,9.479713,7.345102
seq2581,6.671249,14.420044
seq2582,9.605247,5.9899654
seq2583,11.569303,6.109614
seq2584,10.115204,7.254134
seq2585,6.425352,12.300917
seq2586,9.788071,6.7980075
seq2587,-3.722669,5.5416665
